Género,Escenario,Personaje,Motivación,Extensión,Cuentos,Pregunta,Opciones,Respuesta,fraseIncompleta,opciones,respuestaCorrecta,ordenarFrases
Ciencia ficción,Estación espacial,Ingeniera experta,Reparar la nave antes de un viaje,Mediano,"""La nave de carga """"Atlas"""" debía partir en seis horas con medicinas vitales para una colonia lejana. Pero una prueba de sistemas reveló una falla crítica en el regulador de plasma del motor principal. Sin él, la nave se sobrecalentaría en minutos. La ingeniera joven, Maya, recibió la presión de tenerlo listo a tiempo. El problema era que la pieza estaba fundida. No tenían un repuesto. Todos miraban a Maya, esperando una solución. Con determinación, declaró: """"No necesitamos la pieza, necesitamos su función"""". Revisó los planos y descubrió que podía saltar el regulador dañado, pero necesitaba crear un circuito de enfriamiento alternativo. Rápidamente, reunió tubos de refrigerante sobrantes, un disipador de un viejo ordenador y el cristal de un visor roto para hacer una cámara de flujo. Sus manos volaban, soldando y conectando. Era una solución poco ortodoxa, un """"parche"""" que nunca estaría en los manuales. Un ingeniero veterano frunció el ceño, dudando. Con solo una hora de margen, Maya terminó. Encendieron el motor. Los indicadores de temperatura subieron... y luego se estabilizaron en verde. El parche casero funcionaba, dispersando el calor excesivo como una esponja. Un aplauso estalló en el hangar. Maya, con la cara manchada de grasa, sonrió aliviada. La """"Atlas"""" despegó a tiempo. Maya no solo había reparado una nave; había aprendido que la ingeniería no se trata solo de seguir instrucciones, sino de crear soluciones con lo que se tiene a mano.""",¿Cuál era el problema crítico que tenía la nave Atlas?,Regulador de plasma fundido; Falla en el sistema de navegación; Motor sin combustible,Regulador de plasma fundido,"No necesitamos la pieza, necesitamos su ______",Función; Forma; Tamaño,Función,"El motor se sobrecalentaba sin el regulador; Maya creó un circuito alternativo con materiales reciclados; Los indicadores de temperatura se estabilizaron y la nave despegó a tiempo
"
Ciencia ficción,Estación espacial,Ingeniera experta,Reparar la nave antes de un viaje,Largo,"""La """"Odisea"""", la nave más avanzada de la flota, sufría de una vibración fantasma. Un temblor casi imperceptible que ocurría solo a velocidades sublumínicas y que, de repente, se detenía. No aparecía en ningún diagnóstico. Para su viaje inaugural a Alpha Centauri, era un riesgo inaceptable. La ingeniera jefe, Anya Kovac, tenía 72 horas para resolverlo. Anya sabía que los sistemas complejos a veces tienen """"personalidad"""". Pasó las primeras 24 horas simplemente escuchando, sintiendo la nave. La vibración era como un suspiro de esfuerzo. Sus análisis revelaron que ocurría cuando los estabilizadores de gravedad artificial se sincronizaban con las oscilaciones naturales del campo de plasma. No era un fallo, era una resonancia armónica, un """"latido"""" no previsto por los diseñadores. La solución no era reparar, sino re-sintonizar. Propuso un algoritmo que desfasara ligeramente los estabilizadores, rompiendo la resonancia. Pero el capitán se negó: """"No podemos reprogramar la nave basándonos en un 'sentimiento'"""". Anya, frustrada, tuvo que demostrarlo. Diseñó una simulación a pequeña escala en el laboratorio de materiales, recreando las condiciones. La vibración apareció y, al aplicar su algoritmo, desapareció. La prueba fue incontrovertible. Con el tiempo agotándose, obtuvo el permiso. La implementación fue tensa. Cuando activaron el nuevo protocolo, la """"Odisea"""" entera emitió un suave gemido metálico y luego... una calma perfecta. La vibración había cesado. El viaje fue un éxito. Anya no había cambiado una pieza, sino que había escuchado el corazón de la máquina y le había enseñado a latir de otra manera, demostrando que la mejor ingeniería es a veces más intuición que fuerza.""",¿Qué problema tenía la nave Odisea antes de su viaje inaugural?,Una vibración fantasma; Un fallo en el motor principal; Un error en el sistema de navegación,Una vibración fantasma,Anya descubrió que la vibración ocurría cuando los estabilizadores de gravedad artificial se sincronizaban con las ______ naturales del campo de plasma,Oscilaciones; Señales; Vibraciones,Oscilaciones,"Anya diseñó una simulación a pequeña escala; El algoritmo eliminó la vibración; La Odisea emprendió su viaje exitosamente
"
Ciencia ficción,Estación espacial,Ingeniera experta,Crear un robot que ayude a todos,Corto,"""Eva quería un amigo que ayudara a todos en la estación. Con latas, cables y una linterna, construyó a Chispa. Le puso ruedas para moverse rápido y unas pinzas para agarrar cosas. Chispa ayudaba a cargar herramientas, a buscar tornillos perdidos y a regar las plantas del invernadero. Un día, el científico perdió su lente de aumento. ¡Sin ella no podía leer las estrellas! Eva le pidió ayuda a Chispa. El robot encendió su linterna-potente y escaneó el suelo. ¡Bip, bip! Encontró la lente bajo una mesa. Todos celebraron. Chispa no era solo un robot, era el mejor amigo de la estación.""",¿Qué materiales usó Eva para construir a Chispa?,"Latas, cables y una linterna; Madera, tornillos y pintura; Plástico, baterías y luces","Latas, cables y una linterna",Chispa tenía ______ para moverse rápido y pinzas para agarrar cosas,Ruedas; Alas; Patas,Ruedas,"Eva construyó a Chispa; Chispa encontró la lente de aumento; Todos celebraron en la estación
"
Ciencia ficción,Estación espacial,Ingeniera experta,Crear un robot que ayude a todos,Mediano,"""La ingeniera Sam se dio cuenta de que los médicos de la estación estaban siempre sobrecargados de trabajo. Decidió crear un asistente robótico, al que llamó """"Florence"""". Su diseño era simple: un cuerpo esférico con sensores médicos, un brazo para tomar muestras y un compasivo sintetizador de voz. La prueba de fuego llegó cuando un astronauta en el módulo lejano de gravedad cero reportó un mareo severo. Florence fue despachada de inmediato. Mientras flotaba por los túneles, sus sensores analizaban los signos vitales de la tripulación que encontraba, creando un mapa de salud en tiempo real. Al llegar, Florence escaneó al astronauta enfermo. """"Presión arterial baja. Posible deshidratación en gravedad cero"""", anunció con calma. Tomó una muestra de saliva y la analizó al instante. """"Niveles de electrolitos desbalanceados. Recomiendo solución hidratante 3-B"""". El médico, que llegó minutos después, verificó el diagnóstico. Era correcto. Pero Florence hizo algo más. Mientras el médico preparaba la inyección, el robot comenzó a proyectar en la pared imágenes relajantes de bosques terrestres y a reproducir una suave melodía. El astronauta, asustado, se calmó al instante. Sam no solo había programado un médico, sino un cuidador. Florence había demostrado que la mejor tecnología no solo soluciona problemas, sino que cuida del corazón de las personas.""",¿Qué diseño tenía el asistente robótico Florence?,Cuerpo esférico con sensores médicos y un brazo; Cuerpo cuadrado con ruedas; Cuerpo humanoide con dos brazos,Cuerpo esférico con sensores médicos y un brazo,lorence detectó que el astronauta tenía ______ y recomendó solución hidratante 3-B,Presión arterial baja; Fiebre alta; Fractura ósea,Presión arterial baja,"Florence analizó al astronauta enfermo; El médico verificó el diagnóstico; Florence calmó al astronauta con imágenes y música
"
Ciencia ficción,Estación espacial,Ingeniera experta,Crear un robot que ayude a todos,Largo,"""La ingeniera Elara (no confundir con la científica) observaba el invernadero central, el pulmón de la estación. Notó que las plantas, aunque vivas, no prosperaban. Les faltaba el toque intangible de un jardinero, alguien que entendiera sus necesidades individuales, no solo unos programas de riego y luz genéricos. Su proyecto fue ambicioso: crear un robot con una Inteligencia Artificial """"empática"""", no hacia humanos, sino hacia la vida vegetal. Lo llamó """"Veridian"""". En lugar de cámaras, Veridian tenía sensores hiperespectrales que veían la salud de la clorofila, y micrófonos ultrasensibles que escuchaban el crujido de las hojas al crecer. Su IA no se basaba en lógica, sino en patrones de crecimiento y estrés bioquímico. Los primeros días, Veridian solo observaba. Luego, comenzó a actuar. Ajustaba milimétricamente los goteos de agua para una planta sedienta, cambiaba el ángulo de una lámpara para una sombra que otra necesitaba, e incluso podaba suavemente una hoja enferma con un láser de precisión. Las plantas respondieron. Los tomates se volvieron más rojos, las lechugas más crujientes. El verdadero test llegó con un hongo desconocido que empezó a matar a las orquídeas raras. Los fungicidas no funcionaban. Veridian analizó el patrón de propagación del hongo y correlacionó datos de humedad, temperatura y la débil electricidad que emiten las plantas al estar estresadas. Su solución fue brillante: introdujo un musgo específico que creaba un microclima hostil para el hongo, salvando a las orquídeas. Elara no había creado un simple robot jardinero. Había creado un puente de entendimiento entre la tecnología y la naturaleza, un custodio silencioso que hablaba el lenguaje de la vida misma.""",¿Qué problema detectó Elara en el invernadero central?,Las plantas vivían pero no prosperaban; Las plantas estaban secas; Las plantas estaban envenenadas,Las plantas vivían pero no prosperaban,Veridian tenía sensores hiperespectrales que veían la salud de la ______,Clorofila; Raíces; Flores,Clorofila,"Veridian ajustó el riego y la luz para las plantas; Analizó la propagación del hongo; Salvó a las orquídeas con un musgo específico
"
Ciencia ficción,Estación espacial,Ingeniera experta,Mejorar la estación espacial,Corto,"""A Leo le encantaba mirar las estrellas, pero en la estación no se veían bien por las ventanas pequeñas. Se le ocurrió una idea. Con pintura que brilla en la oscuridad, transformó el techo del comedor en un cielo estelar. Pintó la Osa Mayor, Casiopea y hasta una galaxia en espiral. Esa noche, cuando apagaron las luces, el techo se iluminó con un suave resplandor. Todos los niños de la estación se acostaron en el suelo a mirar """"su"""" cielo. Leo había hecho que la estación se sintiera un poco más como casa.""",¿Por qué no se veían bien las estrellas desde la estación?,Porque las ventanas eran pequeñas; Porque había demasiada luz artificial; Porque la estación estaba en un planeta sin estrellas,Porque las ventanas eran pequeñas,Leo pintó el techo del comedor con pintura que ______ en la oscuridad,Brilla; Cambia de color; Se desvanece,Brilla,"Leo pintó el techo con estrellas; Apagaron las luces y el techo brilló; Los niños miraron el cielo pintado acostados en el suelo
"
Ciencia ficción,Estación espacial,Ingeniera experta,Mejorar la estación espacial,Mediano,"""La Estación Espacial """"Harmony"""" funcionaba, pero no era eficiente. El sistema de reciclaje de agua era ruidoso y el flujo de aire en los niveles inferiores era débil. La ingeniera Chloe vio la estación no como una máquina, sino como un cuerpo, y diagnosticó que su """"corazón"""" (la sala de máquinas principal) no latía bien. Su proyecto fue rediseñar el núcleo. En lugar de imponer una solución desde arriba, pasó días hablando con los habitantes. La botánica se quejaba de la vibración que molestaba a sus plantas. El cocinero, de los cortes de energía en su horno. Chloe integró todas estas quejas en un diseño nuevo. Propuso un sistema de amortiguadores para el reciclador, redirigió los conductos de ventilación para crear una brisa suave y constante, y añadió un pequeño generador de respaldo para la cocina. Fue un trabajo de cirugía fina, no de trasplante mayor. Cuando reactivaron los sistemas, la diferencia fue palpable. El zumbido constante había desaparecido, el aire era fresco y las luces eran estables. La gente sonreía más. La botánica mostró unas flores que por fin habían brotado. Chloe no había añadido una nueva ala o un motor más potente. Había mejorado la calidad de vida, arreglando los pequeños latidos que hacían que la estación fuera un hogar, no solo un puesto avanzado.""",¿Cuál era el problema principal que afectaba la eficiencia de la estación Harmony?,l sistema de reciclaje de agua era ruidoso y el flujo de aire débil; Fugas de oxígeno en el módulo de control; Fallas en el sistema eléctrico general,El sistema de reciclaje de agua era ruidoso y el flujo de aire débil,Chloe describió la sala de máquinas principal como el ______ de la estación,Corazón; Cerebro; Pulmón,Corazón,"Chloe habló con los habitantes para entender sus problemas; Rediseñó el núcleo de la estación; Los sistemas funcionaron mejor y la calidad de vida mejoró
"
Ciencia ficción,Estación espacial,Ingeniera experta,Mejorar la estación espacial,Largo,"""La Estación Científica """"Einstein"""" era un caos organizado. Cada nuevo módulo o invento se conectaba a la red principal de forma independiente, creando una maraña de sistemas que a menudo entraban en conflicto. Un sobrepico de energía en el laboratorio de física podía apagar las luces en los dormitorios. La ingeniera jefe, Iria, lo veía como una orquesta desafinada donde cada músico tocaba una partitura diferente. Su mejora no sería física, sino cerebral. Propuso la """"Red Sináptica"""": una super-IA que no controlaría los sistemas, sino que los orquestaría. Aprendería de los hábitos de la tripulación, predeciría la demanda de energía y ajustaría todos los sistemas en un ballet perfecto para maximizar la eficiencia y el confort. La instalación fue un desafío técnico y de confianza. Muchos se resistieron a dar tanto control a una máquina. Pero Iria insistió: la IA no mandaba, sugería y optimizaba. Tras un mes de ajustes, la Red Sináptica despertó. Los cambios fueron graduales pero profundos. Las luces se atenuaban sutilmente cuando alguien se dormía. El oxígeno se concentraba donde había más gente trabajando. El sistema de sonido reproducía música relajante en las áreas comunes durante las horas de descanso, elegida según el estado de ánimo general de la estación. La eficiencia energética aumentó un 40%. La gente se sentía más descansada y productiva. Iria había mejorado la estación no con metal y cables, sino con inteligencia y armonía. Había transformado un conjunto de máquinas en un organismo vivo y consciente, que respiraba al ritmo de sus habitantes.""",¿Cuál era el problema principal en la Estación Einstein antes de la mejora?,Sistemas independientes que entraban en conflicto; Falta de energía solar; Problemas con el suministro de agua,Sistemas independientes que entraban en conflicto,Iria comparó la estación con una orquesta ______ donde cada músico tocaba diferente,Desafinada; Perfecta; Silenciosa,Desafinada,"La Red Sináptica fue instalada y ajustada; Los sistemas se optimizaron y la eficiencia energética aumentó; La tripulación se sintió más descansada y productiva
"
Ciencia ficción,Estación espacial,Piloto audaz,Explorar un sistema solar desconocido,Corto,"""Zeta era la piloto más valiente. Un día, encontró en el mapa un sistema solar que nadie conocía. ¡Tenía siete planetas con anillos de colores! Subió a su nave, la """"Flecha Veloz"""", y se lanzó hacia lo desconocido. Voló cerca del planeta rojo con anillos dorados. Después, esquivó los anillos plateados del planeta azul. Los anillos no eran de piedra, ¡eran de polvo de estrellas brillante! Zeta recogió un poco de ese polvo en un frasco. Cuando volvió a la estación, mostró su tesoro a todos. ¡Era el polvo más brillante del universo! Zeta había descubierto el sistema solar más bonito de la galaxia.""",¿Qué descubrió Zeta en su viaje?,Un sistema solar con siete planetas y anillos de colores; Un agujero negro cercano; Una nave abandonada,Un sistema solar con siete planetas y anillos de colores,Los anillos de los planetas estaban hechos de polvo de ______ brillante,Estrellas; Piedra; Hielo,Estrellas,"Zeta voló cerca del planeta rojo; Esquivó los anillos del planeta azul; Volvió a la estación con el polvo brillante
"
Ciencia ficción,Estación espacial,Piloto audaz,Explorar un sistema solar desconocido,Mediano,"""La piloto Kaela recibió la misión más emocionante de su vida: ser la primera en explorar el sistema TRAPPIST-1. Su objetivo principal era un planeta azul pálido con tres lunas de hielo. Al acercarse, su nave, la """"Intrépida"""", empezó a temblar. Un cinturón de asteroides helados, no cartografiado, bloqueaba el camino. Kaela no se rindió. En lugar de dar la vuelta, decidió atravesarlo. Con manos firmes en los controles, esquivó gigantes de hielo que giraban violentamente. Era como bailar en una tormenta de diamantes. Finalmente, salió ilesa al otro lado. Las lunas de hielo eran majestuosas. Geiseres gigantes lanzaban cristales al espacio, creando arcoíris fugaces. Kaela lanzó una sonda que reveló que el hielo no era agua, sino metano congelado, y que bajo la superficie había un océano tibio. ¡Podía haber vida! De repente, una alerta sonó. Una de las lunas tenía una órbita inestable y se estaba acercando peligrosamente. Kaela encendió los motores y, con una maniobra audaz, usó la gravedad de la luna más grande como honda para salir disparada del sistema, justo a tiempo para ver cómo las dos lunas menores chocaban suavemente, creando una nueva lluvia de anillos alrededor del planeta. Kaela regresó con datos invaluables y una historia increíble. No solo había explorado un sistema desconocido; había sido testigo de su nacimiento.""",¿Cuál fue el obstáculo que Kaela enfrentó al acercarse al planeta azul pálido?,Un cinturón de asteroides helados no cartografiado; Una tormenta eléctrica; Un campo de radiación intensa,Un cinturón de asteroides helados no cartografiado,Kaela comparó su vuelo entre los asteroides con bailar en una ______ de diamantes,Tormenta; Nieve; Lluvia,Tormenta,"Kaela atravesó el cinturón de asteroides; Usó la gravedad de la luna para escapar; Dos lunas chocaron creando anillos alrededor del planeta
"
Ciencia ficción,Estación espacial,Piloto audaz,Explorar un sistema solar desconocido,Largo,"""El piloto de reconocimiento Jax Orion era conocido por su sangre fría. Su nueva misión: adentrarse en la """"Neblina Silenciosa"""", una región del espacio tan densa que las comunicaciones y los sensores fallaban. Los rumores hablaban de un mundo habitable en su corazón, pero ninguna nave había regresado para confirmarlo. Jax se adentró en la neblina en su nave, la """"Fantasma"""". Pronto, el universo exterior desapareció. Solo había una niebla púrpura y un silencio absoluto. Sus instrumentos eran inútiles. Solo podía guiarse por instinto y por las débiles lecturas de gravedad que indicaban un planeta masivo adelante. Después de horas de tensa navegación a ciegas, la neblina se disipó. Jax contuvo la respiración. Flotaba sobre un planeta de un verde vibrante, con océanos azules y dos soles. Era perfecto. Pero algo no cuadraba. No había señales de ciudades, ni de tecnología. Solo vida salvaje en estado puro. Al sobrevolar un continente, encontró la respuesta: los restos oxidados de una nave colonizadora, de un diseño centenario. La misión había tenido éxito, pero nunca lo supieron. Los colonos habían prosperado, pero deliberadamente habían cortado toda comunicación, eligiendo una vida simple, sin tecnología. La """"Neblina Silenciosa"""" no era un fenómeno natural; era un muro creado por ellos, una barrera para proteger su paraíso del resto de la humanidad. Jax enfrentó una disyuntiva. Su deber era reportar el hallazgo. Pero al ver a los descendientes de los colonos, niños corriendo libres en praderas, supo que su descubrimiento sería su perdición. Con una sonrisa triste, borró las coordenadas de su computadora y emprendió el viaje de regreso. Su informe oficial diría: """"La Neblina Silenciosa es impenetrable. No hay planetas habitables"""". A veces, la exploración más audaz no es descubrir un nuevo mundo, sino tener el valor de dejarlo en paz.""",¿Qué dificultad enfrentó Jax al adentrarse en la Neblina Silenciosa?,Fallos en las comunicaciones y sensores; Tormentas eléctricas; Radiación intensa,Fallos en las comunicaciones y sensores,Jax solo pudo guiarse por instinto y por las débiles lecturas de ______ que indicaban un planeta adelante,Gravedad; Luz; Sonido,Gravedad,"Jax encontró restos de una nave colonizadora; Descubrió que la Neblina Silenciosa era un muro creado; Decidió no reportar el planeta y volvió atrás
"
Ciencia ficción,Estación espacial,Piloto audaz,Transportar suministros importantes,Corto,"""La colonia en Marte necesitaba medicinas urgentes. Polo, el piloto, tenía que llevarlas en su nave """"Rayo"""". Pero una tormenta de arena marciana se acercaba. ¡Tenía que llegar antes! Polo voló muy rápido. Veía la tormenta como un monstruo naranja detrás de él. Apretó un botón y el """"Rayo"""" aceleró más. ¡Zum! Pasó como una flecha. Llegó justo cuando la tormenta empezaba. Bajó la caja de medicinas. Los marcianos le dieron las gracias. Polo sonrió. Había ganado la carrera contra el monstruo de arena.""",¿Qué debía llevar Polo en su nave “Rayo”?,Medicinas urgentes; Comida para la colonia; Equipos de construcción,Medicinas urgentes,Polo vio la tormenta de arena como un monstruo ______ detrás de él,Naranja; Verde; Azul,Naranja,"Polo voló rápido para escapar de la tormenta; Llegó justo a tiempo con las medicinas; Los marcianos le agradecieron
"
Ciencia ficción,Estación espacial,Piloto audaz,Transportar suministros importantes,Mediano,"""La piloto Lena era la mejor transportando cosas frágiles. Su nueva misión era crucial: llevar un cristal bioluminiscente único, la única cura para una plaga en la colonia agrícola de Kepler-22b. El cristal solo sobreviviría 20 horas fuera de su hábitat. El viaje era tranquilo hasta que una alerta sonó: un enjambre de micrometeoritos se interponía en su ruta. Esquivarlos añadiría 5 horas al viaje. El cristal moriría. Lena respiró hondo. Había una ruta más corta: la """"Grieta de Helio"""", un peligroso cinturón de asteroides donde las naves solían perderse. """"No es una ruta, es un cementerio"""", le advirtió el control de la misión. Pero Lena confiaba en sus reflejos. Entró en la Grieta. Su nave, la """"Gaviota"""", se movía como una pluma entre las rocas gigantes. Usó los propulsores de maniobra para girar y esquivar con una precisión milimétrica. Fue un ballet de puro nervio. Salió del otro lado con el tiempo justo. Cuando entregó el cristal brillante en Kepler-22b, este comenzó a emitir una luz sanadora sobre los cultivos enfermos. Lena no había transportado solo un medicamento; había llevado esperanza, demostrando que el valor de un piloto no se mide por la velocidad, sino por la determinación.""",¿Qué llevaba Lena en su misión hacia Kepler-22b?,Un cristal bioluminiscente que cura una plaga; Semillas para la colonia; Equipos de comunicación,Un cristal bioluminiscente que cura una plaga,"Lena decidió atravesar la ______, un peligroso cinturón de asteroides, para ahorrar tiempo",Grieta de Helio; Nebulosa de Orión; Cinturón de Kuiper,Grieta de Helio,"Lena esquivó los asteroides con precisión; Salió justo a tiempo del cinturón; Entregó el cristal que curó los cultivos
"
Ciencia ficción,Estación espacial,Piloto audaz,Transportar suministros importantes,Largo,"""El capitán Eva Rostova había transportado de todo, desde antimateria hasta obras de arte. Pero esta carga era diferente: eran los últimos 500 embriones genéticos de una especie de árbol extinta en la Tierra, los """"Secuoyas Cósmicas"""". Su destino: el Arca Verde, una estación botánica que era su última esperanza. La ruta era segura, hasta que no lo fue. Una facción rebelde, los """"Puristas"""", que se oponía a la alteración genética, sabía de su carga y la emboscó cerca de un planeta gaseoso. Su nave, la """"Cartógrafa"""", fue alcanzada. Los escudos cayeron y los sistemas de criogenia comenzaron a fallar. Los embriones empezarían a morir en minutos. Eva tomó una decisión desesperada. Ordenó a su tripulación que evacuara en las cápsulas de salvamento. Ella se quedaría. Mientras los Puristas abordaban, ella realizó una maniobra suicida: encendió el motor principal y se dirigió hacia la atmósfera del planeta gaseoso. La nave entró en la atmósfera, envuelta en llamas. Los Puristas, aterrados, huyeron en sus naves más pequeñas. Eva luchó contra los controles, no para salir, sino para mantener un descenso controlado. Su objetivo no era sobrevivir, sino mantener los embriones fríos el mayor tiempo posible. Cuando la nave se estabilizó en una capa densa de la atmósfera, lanzó la cápsula criogénica con los embriones en una trayectoria de escape. La cápsula, equipada con una baliza, fue recogida horas después por una nave de rescate. Eva no sobrevivió. Pero su carga, su preciosa carga, estaba a salvo. Su audacia no había consistido en una pelea, sino en un sacrificio calculado. Había entregado el futuro de un bosque, convirtiéndose en leyenda no como una piloto que luchó, sino como una que entregó todo por lo que era más importante.""",¿Qué cargaba Eva Rostova en su nave “Cartógrafa”?,500 embriones genéticos de una especie de árbol extinta; Antimateria; Obras de arte valiosas,500 embriones genéticos de una especie de árbol extinta,Eva realizó una maniobra suicida entrando en la atmósfera de un planeta ______,Gaseoso; Rocoso; Helado,Gaseoso,"Eva ordenó evacuar a su tripulación; Entró en la atmósfera del planeta gaseoso; Lanzó la cápsula con los embriones que fue rescatada
"
Ciencia ficción,Estación espacial,Piloto audaz,Competir en carreras de naves,Corto,"""Era el día de la gran carrera! Pipo, en su nave """"Cohete"""", competía contra Ana, en """"Cometa"""". ¡3, 2, 1... ya! Salieron volando. Pasaron por anillos de fuego y esquivaron asteroides de caramelo. Iban muy parejos. De repente, a Pipo se le soltó una tuerca. ¡Su nave empezó a girar! Ana lo vio. En vez de seguir, dio la vuelta y le pasó su caja de herramientas. Pipo arregló su nave y siguieron. Cruzaron la meta juntos, mano a mano. ¡Fue un empate! Todos aprendieron que ser amigos es más importante que ganar.""",¿Contra quién competía Pipo en la carrera?,Ana en la nave “Cometa”; Leo en la nave “Estrella”; Zeta en la nave “Flecha”,Ana en la nave “Cometa”,A Pipo se le soltó una ______ y su nave empezó a girar,Tuerca; Ala; Rueda,Tuerca,"Pipo y Ana empezaron la carrera; La nave de Pipo tuvo un problema; Ana ayudó a Pipo; Cruzaron la meta juntos
"
